vin,reported_odometer,ecu_ecm,ecu_tcm,ecu_abs,ecu_airbag,ecu_cluster,engine_hours,max_variance,avg_speed,is_tampered
MA3ERLF3800008727,19166,34385,34585,34498,34450,19166,688.32,15419,27.84,1
MA3ERLF3800008728,17118,22727,22760,16969,16971,17118,474.28,5791,36.09,1
MA3ERLF3800008729,63786,63678,63661,63700,63879,63690,1622.37,218,39.32,0
MA3ERLF3800008730,92534,92564,92379,92574,92339,92685,1801.14,346,51.38,0
MA3ERLF3800008731,113659,113475,113520,113514,113636,113562,2998.55,161,37.9,0
MA3ERLF3800008732,132757,132774,132600,132791,132827,132639,3352.2,227,39.6,0
MA3ERLF3800008733,174985,174922,174945,175183,175033,174870,5182.14,313,33.77,0
MA3ERLF3800008734,129372,172278,172426,129436,129444,129372,3638.33,43054,35.56,1
MA3ERLF3800008735,103689,103693,103752,103871,103875,103712,2158.3,182,48.04,0
MA3ERLF3800008736,17141,45759,45694,45626,45622,17141,957.2,28618,17.91,1
MA3ERLF3800008737,19129,19314,19193,19219,19063,19274,351.14,251,54.48,0
MA3ERLF3800008738,20447,133541,133500,133556,20300,20447,2655.1,113256,7.7,1
MA3ERLF3800008739,66972,67031,67128,67094,66864,66966,1599.65,264,41.87,0
MA3ERLF3800008740,38698,38766,38875,38658,38860,38841,1006.67,217,38.44,0
MA3ERLF3800008741,179506,179669,179444,179694,179574,179465,3805.98,250,47.16,0
MA3ERLF3800008742,15318,48602,48693,48665,15433,15318,1212.03,33375,12.64,1
MA3ERLF3800008743,20002,45664,45673,45805,45719,20002,1283.27,25803,15.59,1
MA3ERLF3800008744,22932,23040,22812,23034,23021,22874,424.55,228,54.01,0
MA3ERLF3800008745,18674,35435,35460,18524,18533,18674,938.31,16936,19.9,1
MA3ERLF3800008746,97821,97770,97932,97763,97755,97629,2283.73,303,42.83,0
MA3ERLF3800008747,139016,139019,138942,138839,138908,138951,3486.43,180,39.87,0
MA3ERLF3800008748,101038,175136,174904,175004,174867,101038,4339.36,74098,23.28,1
MA3ERLF3800008749,48825,98710,98874,98730,48927,48825,2920.79,50049,16.72,1
MA3ERLF3800008750,40239,40067,40377,40139,40439,40141,744.02,372,54.08,0
MA3ERLF3800008751,15622,16037,16158,16105,16087,15622,388.43,536,40.22,1
MA3ERLF3800008752,36098,103632,103574,103549,36130,36098,3176.12,67534,11.37,1
MA3ERLF3800008753,67859,115237,115116,115298,115234,67859,3473.76,47439,19.53,1
MA3ERLF3800008754,137850,137881,137958,137818,137906,137785,3808.34,173,36.2,0
MA3ERLF3800008755,103158,103284,103234,103302,103343,103336,1876.79,109,54.97,0
MA3ERLF3800008756,16841,51732,51715,51889,16855,16841,1541.04,35048,10.93,1
MA3ERLF3800008757,93680,93759,93719,93536,93790,93610,2213.88,254,42.31,0
MA3ERLF3800008758,81123,81143,81234,81022,81225,80936,2533.68,298,32.02,0
MA3ERLF3800008759,126471,126280,126465,126445,126332,126622,2920.52,342,43.3,0
MA3ERLF3800008760,16621,29651,29583,16628,16689,16621,573.66,13030,28.97,1
MA3ERLF3800008761,39694,65300,65236,65429,39643,39694,1238.91,25786,32.04,1
MA3ERLF3800008762,111615,111458,111620,111500,111461,111765,3683.82,307,30.3,0
MA3ERLF3800008763,59251,59287,59375,59104,59425,59394,1252.48,321,47.31,0
MA3ERLF3800008764,51675,112478,112497,112564,112564,51675,3658.28,60889,14.13,1
MA3ERLF3800008765,33729,139578,139600,139631,33728,33729,2855.84,105903,11.81,1
MA3ERLF3800008766,107388,107474,107475,107299,107423,107323,2711.43,176,39.61,0
MA3ERLF3800008767,145442,145603,145512,145506,145464,145639,2682.13,175,54.23,0
MA3ERLF3800008768,87561,87522,87444,87575,87532,87693,2544.91,249,34.41,0
MA3ERLF3800008769,136477,176748,176739,176889,136389,136477,3639.87,40500,37.5,1
MA3ERLF3800008770,131643,131651,131578,131672,131741,131727,2548.41,163,51.66,0
MA3ERLF3800008771,102842,102704,102795,102703,102855,102755,2978.69,152,34.53,0
MA3ERLF3800008772,57046,161744,161692,161818,57054,57046,2996.66,104772,19.04,1
MA3ERLF3800008773,132338,132368,132216,132361,132345,132371,2512.98,155,52.66,0
MA3ERLF3800008774,143285,143097,143272,143344,143229,143214,4581.26,247,31.28,0
MA3ERLF3800008775,20048,138691,138830,138765,20068,20048,3126.02,118782,6.41,1
MA3ERLF3800008776,163039,162916,162951,162936,163100,163118,3684.58,202,44.25,0
MA3ERLF3800008777,18760,18634,18573,18905,18950,18775,415.9,377,45.11,0
MA3ERLF3800008778,68429,68595,68542,68328,68554,68544,2156.04,267,31.74,0
MA3ERLF3800008779,139817,139909,139940,139715,139947,139620,3521.36,327,39.71,0
MA3ERLF3800008780,15066,26787,26704,26859,26779,15066,520.36,11793,28.95,1
MA3ERLF3800008781,174326,174201,174135,174254,174337,174433,3274.2,298,53.24,0
MA3ERLF3800008782,15887,15882,15862,15801,15828,15989,388.42,188,40.9,0
MA3ERLF3800008783,58440,58307,58488,58491,58279,58462,1788.37,212,32.68,0
MA3ERLF3800008784,26896,69178,69010,26836,26927,26896,1525.08,42342,17.64,1
MA3ERLF3800008785,79501,79550,79527,79701,79412,79648,1455.6,289,54.62,0
MA3ERLF3800008786,17837,16803,16841,17787,17899,17837,374.84,1096,47.59,1
MA3ERLF3800008787,175000,175087,175037,175006,174830,174842,3398.4,257,51.49,0
MA3ERLF3800008788,39344,39261,39221,39305,39326,39376,1260.72,155,31.21,0
MA3ERLF3800008789,15087,21120,21156,20903,20964,15087,431.48,6069,34.97,1
MA3ERLF3800008790,96157,129455,129224,129273,96091,96157,3157.22,33364,30.46,1
MA3ERLF3800008791,164390,164470,164369,164553,164564,164569,4471.5,200,36.76,0
MA3ERLF3800008792,108377,108434,108326,108364,108222,108569,3166.89,347,34.22,0
MA3ERLF3800008793,65045,64960,65032,65082,65075,65121,1186.11,161,54.84,0
MA3ERLF3800008794,143662,143522,143655,143717,143855,143589,3578.32,333,40.15,0
MA3ERLF3800008795,24725,24574,24907,24780,24910,24726,449.65,336,54.99,0
MA3ERLF3800008796,39522,140177,140392,39621,39658,39522,4466.28,100870,8.85,1
MA3ERLF3800008797,178450,178564,178256,178627,178535,178295,5830.56,371,30.61,0
MA3ERLF3800008798,25202,25193,25010,25340,25237,25099,544.88,330,46.25,0
MA3ERLF3800008799,130590,130760,130527,130621,130569,130511,3547.42,249,36.81,0
MA3ERLF3800008800,135794,135861,135677,135749,135795,135793,3360.04,184,40.41,0
MA3ERLF3800008801,81681,81524,81711,81828,81683,81636,1737.0,304,47.02,0
MA3ERLF3800008802,17338,41829,41917,17388,17350,17338,1308.44,24579,13.25,1
MA3ERLF3800008803,44874,156997,156943,156813,45001,44874,2936.7,112123,15.28,1
MA3ERLF3800008804,89460,89493,89650,89584,89515,89620,2101.64,157,42.57,0
MA3ERLF3800008805,27429,55928,55946,27426,27452,27429,1860.17,28520,14.75,1
MA3ERLF3800008806,20506,147469,147726,147467,147552,20506,2692.28,127220,7.62,1
MA3ERLF3800008807,118397,118455,118246,118569,118574,118518,3253.24,328,36.39,0
MA3ERLF3800008808,172627,172483,172587,172441,172604,172817,5369.2,376,32.15,0
MA3ERLF3800008809,38228,38415,38134,38231,38315,38185,941.98,281,40.58,0
MA3ERLF3800008810,137676,137855,137751,137728,137539,137787,3683.29,316,37.38,0
MA3ERLF3800008811,84496,84414,84692,84388,84487,84344,2013.62,348,41.96,0
MA3ERLF3800008812,25217,25121,25360,25034,25389,25172,823.63,355,30.62,0
MA3ERLF3800008813,34820,34630,34671,34794,34987,34862,872.48,357,39.91,0
MA3ERLF3800008814,20427,55483,55765,20475,20337,20427,1803.19,35428,11.33,1
MA3ERLF3800008815,24731,62586,62708,24831,24870,24731,1837.76,37977,13.46,1
MA3ERLF3800008816,15148,25470,25478,15039,15106,15148,729.89,10439,20.75,1
MA3ERLF3800008817,129802,129936,129664,129718,129653,129956,2681.54,303,48.41,0
MA3ERLF3800008818,58004,104706,104830,104626,58046,58004,2698.22,46826,21.5,1
MA3ERLF3800008819,101223,101196,101210,101272,101034,101198,2470.43,238,40.97,0
MA3ERLF3800008820,99014,99069,99117,99049,98835,99153,2459.85,318,40.25,0
MA3ERLF3800008821,39027,39138,39176,39047,38892,38903,950.97,284,41.04,0
MA3ERLF3800008822,137314,137290,137433,137306,137205,137358,3236.7,228,42.42,0
MA3ERLF3800008823,15424,40702,40717,15402,15412,15424,1228.38,25315,12.56,1
MA3ERLF3800008824,106470,106507,106481,106402,106533,106275,3127.18,258,34.05,0
MA3ERLF3800008825,24249,65705,65848,24331,24192,24249,1682.99,41656,14.41,1
MA3ERLF3800008826,67908,67920,67857,67923,67809,68099,1841.63,290,36.87,0
MA3ERLF3800008827,33834,33949,33638,33910,33732,33672,1041.24,311,32.49,0
MA3ERLF3800008828,104739,104639,104727,104550,104697,104643,2180.7,177,48.03,0
MA3ERLF3800008829,91456,91388,91448,91643,91417,91265,1895.75,378,48.24,0
MA3ERLF3800008830,93234,93184,93095,93191,93363,93281,2409.92,268,38.69,0
MA3ERLF3800008831,123272,123215,123272,123221,123384,123293,2879.02,169,42.82,0
MA3ERLF3800008832,20474,166592,166364,20438,20440,20474,4138.19,146154,4.95,1
MA3ERLF3800008833,138466,138334,138576,138342,138584,138369,2913.33,250,47.53,0
MA3ERLF3800008834,27152,100341,100163,100419,100213,27152,1946.72,73267,13.95,1
MA3ERLF3800008835,15424,17564,17584,15355,15519,15424,321.56,2229,47.97,1
MA3ERLF3800008836,20079,19967,20225,20101,20156,20132,499.56,258,40.19,0
MA3ERLF3800008837,72384,123116,123020,123045,72479,72384,2490.41,50732,29.07,1
MA3ERLF3800008838,98062,133226,133009,133113,133237,98062,2745.28,35175,35.72,1
MA3ERLF3800008839,139461,139643,139452,139560,139430,139284,2989.95,359,46.64,0
MA3ERLF3800008840,110962,110903,111133,111079,110941,111075,3202.73,230,34.65,0
MA3ERLF3800008841,159552,159563,159460,159577,159525,159427,3326.32,150,47.97,0
MA3ERLF3800008842,73556,73655,73360,73715,73604,73368,1483.4,355,49.59,0
MA3ERLF3800008843,159320,159216,159178,159135,159433,159488,3057.13,353,52.11,0
MA3ERLF3800008844,119589,119465,119655,119685,119473,119684,2328.19,220,51.37,0
MA3ERLF3800008845,174824,174883,174775,174948,174894,174933,4646.71,173,37.62,0
MA3ERLF3800008846,16463,16273,16507,16661,16600,16552,311.88,388,52.79,0
MA3ERLF3800008847,20383,69319,69137,20406,20276,20383,1930.69,49043,10.56,1
MA3ERLF3800008848,67065,67228,67086,67041,67090,66978,2175.91,250,30.82,0
MA3ERLF3800008849,47484,170110,170081,47556,47610,47484,3287.99,122626,14.44,1
MA3ERLF3800008850,16872,24833,24820,24721,16986,16872,482.0,7961,35.0,1
MA3ERLF3800008851,19100,39280,39484,39371,19030,19100,717.55,20454,26.62,1
MA3ERLF3800008852,128496,128321,128592,128640,128612,128443,2853.45,319,45.03,0
MA3ERLF3800008853,128122,128136,128106,128117,128234,128188,2400.68,128,53.37,0
MA3ERLF3800008854,44916,45004,45107,44786,44904,44989,983.6,321,45.66,0
MA3ERLF3800008855,21571,50614,50581,50567,21500,21571,1228.31,29114,17.56,1
MA3ERLF3800008856,57632,57722,57810,57796,57677,57435,1048.01,375,54.99,0
MA3ERLF3800008857,15830,36958,37191,37148,37006,15830,866.07,21361,18.28,1
MA3ERLF3800008858,136933,137104,136978,136773,136941,136928,3489.53,331,39.24,0
MA3ERLF3800008859,134415,134515,134305,134576,134483,134512,3346.76,271,40.16,0
MA3ERLF3800008860,58041,58221,58209,58170,58056,57914,1281.33,307,45.3,0
MA3ERLF3800008861,30078,30239,29921,30160,30024,30030,662.4,318,45.41,0
MA3ERLF3800008862,104352,104293,104482,104486,104228,104527,2621.22,299,39.81,0
MA3ERLF3800008863,16393,23327,23371,16385,16335,16393,480.55,7036,34.11,1
MA3ERLF3800008864,28216,76025,76212,76018,76047,28216,1821.1,47996,15.49,1
MA3ERLF3800008865,29029,69610,69485,29167,29150,29029,1726.26,40581,16.82,1
MA3ERLF3800008866,17412,50952,51215,17552,17487,17412,1201.74,33803,14.49,1
MA3ERLF3800008867,57186,57103,57165,57281,57027,57205,1605.61,254,35.62,0
MA3ERLF3800008868,16729,52406,52611,52580,16695,16729,1057.43,35916,15.82,1
MA3ERLF3800008869,99365,99393,99457,99246,99348,99466,2336.03,220,42.54,0
MA3ERLF3800008870,18665,21850,21779,21958,18583,18665,452.06,3375,41.29,1
MA3ERLF3800008871,22621,56142,56120,22480,22494,22621,1201.32,33662,18.83,1
MA3ERLF3800008872,172786,172793,172590,172870,172877,172856,5367.32,287,32.19,0
MA3ERLF3800008873,54072,83312,83489,54013,54141,54072,2356.5,29476,22.95,1
MA3ERLF3800008874,116520,116536,116442,116353,116520,116583,2712.77,230,42.95,0
MA3ERLF3800008875,19102,33141,33365,19239,19162,19102,729.81,14263,26.17,1
MA3ERLF3800008876,24544,24453,24477,24615,24609,24726,795.15,273,30.87,0
MA3ERLF3800008877,50448,143774,143661,143729,50533,50448,3194.55,93326,15.79,1
MA3ERLF3800008878,20890,105931,105950,105966,20885,20890,1985.23,85081,10.52,1
MA3ERLF3800008879,101470,101305,101401,101355,101345,101451,3087.94,146,32.86,0
MA3ERLF3800008880,115988,115947,115799,115881,116087,115945,2302.92,288,50.37,0
MA3ERLF3800008881,25560,25504,25363,25748,25445,25591,794.51,385,32.17,0
MA3ERLF3800008882,122190,122139,122102,122086,122273,122085,3485.1,188,35.06,0
MA3ERLF3800008883,17232,117247,117191,17282,17210,17232,2945.45,100037,5.85,1
MA3ERLF3800008884,39453,39407,39635,39449,39405,39365,787.09,270,50.13,0
MA3ERLF3800008885,138903,166093,165844,165902,165894,138903,3609.33,27190,38.48,1
MA3ERLF3800008886,142054,141970,141910,141988,141948,142183,2991.76,273,47.48,0
MA3ERLF3800008887,46168,46155,46164,46091,46211,46319,1346.6,228,34.28,0
MA3ERLF3800008888,42999,76277,76201,76226,76246,42999,1566.39,33278,27.45,1
MA3ERLF3800008889,155829,155952,155786,155696,155753,155730,4587.29,256,33.97,0
MA3ERLF3800008890,20259,48942,49027,20381,20144,20259,965.32,28883,20.99,1
MA3ERLF3800008891,125943,125988,125802,125878,125777,125998,3147.58,221,40.01,0
MA3ERLF3800008892,125190,125064,125195,125109,125126,125145,4060.99,131,30.83,0
MA3ERLF3800008893,15065,25514,25538,25439,15203,15065,597.03,10473,25.23,1
MA3ERLF3800008894,149573,149756,149587,149574,149693,149394,4757.18,362,31.44,0
MA3ERLF3800008895,160239,160270,160162,160228,160193,160380,3200.84,218,50.06,0
MA3ERLF3800008896,85270,85358,85447,85243,85103,85228,2323.0,344,36.71,0
MA3ERLF3800008897,93505,155926,155885,155892,93530,93505,5052.11,62421,18.51,1
MA3ERLF3800008898,16895,40461,40377,40414,16755,16895,863.25,23706,19.57,1
MA3ERLF3800008899,73646,101837,101755,101808,73782,73646,1958.4,28191,37.61,1
MA3ERLF3800008900,70764,70698,70667,70940,70667,70856,1577.32,273,44.86,0
MA3ERLF3800008901,165885,165743,166019,165892,165955,165830,5300.78,276,31.29,0
MA3ERLF3800008902,78350,78367,78440,78429,78249,78269,1727.0,191,45.37,0
MA3ERLF3800008903,161876,161734,162020,161902,161814,161917,4092.32,286,39.56,0
MA3ERLF3800008904,28684,139685,139588,139597,28690,28684,3063.39,111001,9.36,1
MA3ERLF3800008905,71172,121000,121217,71272,71211,71172,2767.06,50045,25.72,1
MA3ERLF3800008906,108917,108921,108870,109112,109020,108993,2735.06,242,39.82,0
MA3ERLF3800008907,136254,136427,136346,136146,136102,136323,2884.46,325,47.24,0
MA3ERLF3800008908,62450,62484,62398,62621,62507,62378,1146.96,243,54.45,0
MA3ERLF3800008909,96562,96553,96615,96756,96562,96380,2453.76,376,39.35,0
MA3ERLF3800008910,52540,118325,118323,118231,52664,52540,2151.36,65785,24.42,1
MA3ERLF3800008911,117045,116846,117143,117001,116902,117192,2242.67,346,52.19,0
MA3ERLF3800008912,60313,146522,146233,146468,146353,60313,3165.11,86209,19.06,1
MA3ERLF3800008913,15424,45678,45763,45966,15321,15424,1239.22,30645,12.45,1
MA3ERLF3800008914,15467,80166,80209,80238,15516,15467,2096.69,64771,7.38,1
MA3ERLF3800008915,56684,56745,56654,56697,56551,56689,1219.79,194,46.47,0
MA3ERLF3800008916,117718,117867,117553,117534,117728,117641,2288.06,333,51.45,0
MA3ERLF3800008917,17822,20222,20283,20254,17830,17822,546.59,2461,32.61,1
MA3ERLF3800008918,139527,139705,139420,139505,139433,139392,3289.9,313,42.41,0
MA3ERLF3800008919,15415,90148,90006,90068,90168,15415,2833.38,74753,5.44,1
MA3ERLF3800008920,27163,27354,27226,27083,27120,27059,726.92,295,37.37,0
MA3ERLF3800008921,96809,96973,96780,96949,96983,96838,2093.09,203,46.25,0
MA3ERLF3800008922,103897,103718,104040,103932,104044,104044,1979.19,326,52.49,0
MA3ERLF3800008923,171186,171144,171065,171262,171191,171125,4742.15,197,36.1,0
MA3ERLF3800008924,101297,101472,101186,101266,101104,101153,2087.42,368,48.53,0
MA3ERLF3800008925,21350,61772,61889,21267,21439,21350,1415.08,40622,15.09,1
MA3ERLF3800008926,20647,50053,50085,50227,20568,20647,989.34,29659,20.87,1
MA3ERLF3800008927,169627,169692,169649,169764,169771,169783,3651.61,134,46.45,0
MA3ERLF3800008928,90621,90548,90745,90549,90750,90803,2105.69,255,43.04,0
MA3ERLF3800008929,74046,74012,74163,73908,74097,74108,1636.38,255,45.25,0
MA3ERLF3800008930,87042,86930,87000,87052,87082,86949,2435.15,152,35.74,0
MA3ERLF3800008931,85427,85526,85518,85610,85355,85625,2788.38,270,30.64,0
MA3ERLF3800008932,21626,126453,126405,126470,21568,21626,3765.82,104902,5.74,1
MA3ERLF3800008933,33868,60996,60850,60927,60872,33868,1339.59,27128,25.28,1
MA3ERLF3800008934,42800,120387,120578,120507,120534,42800,2896.79,77778,14.77,1
MA3ERLF3800008935,35547,89516,89635,89492,35489,35547,1650.05,54146,21.54,1
MA3ERLF3800008936,75973,76144,75991,75908,75852,76122,1997.54,292,38.03,0
MA3ERLF3800008937,22312,81031,81147,22277,22453,22312,2261.36,58870,9.87,1
MA3ERLF3800008938,52984,91920,91713,53057,52948,52984,1754.74,38972,30.19,1
MA3ERLF3800008939,119347,119335,119391,119403,119388,119491,3250.46,156,36.72,0
MA3ERLF3800008940,104360,104198,104234,104177,104506,104234,2521.55,329,41.39,0
MA3ERLF3800008941,170805,170646,170856,170768,170609,170980,3568.26,371,47.87,0
MA3ERLF3800008942,47814,47617,47830,47842,47795,47826,926.68,225,51.6,0
MA3ERLF3800008943,64720,145684,145942,145761,64619,64720,3856.9,81323,16.78,1
MA3ERLF3800008944,168626,168796,168523,168579,168514,168632,5290.38,282,31.87,0
MA3ERLF3800008945,118654,118606,118582,118824,118537,118503,2324.33,321,51.05,0
MA3ERLF3800008946,118790,118783,118948,118835,118944,118756,2270.79,192,52.31,0
MA3ERLF3800008947,128741,128553,128615,128703,128657,128845,2718.72,292,47.35,0
MA3ERLF3800008948,82884,82831,82882,82914,82826,83063,1741.16,237,47.6,0
MA3ERLF3800008949,147660,147816,147606,147833,147596,147742,3280.04,237,45.02,0
MA3ERLF3800008950,124287,124478,124100,124263,124476,124362,4052.58,378,30.67,0
MA3ERLF3800008951,33436,33540,33455,33577,33619,33341,807.73,278,41.4,0
MA3ERLF3800008952,16467,126890,126915,126752,126664,16467,3599.27,110448,4.58,1
MA3ERLF3800008953,43002,42970,43109,43038,42985,43084,1316.41,139,32.67,0
MA3ERLF3800008954,68791,68883,68796,68671,68764,68704,1647.22,212,41.76,0
MA3ERLF3800008955,72876,73072,72828,72818,72959,72910,1418.61,254,51.37,0
MA3ERLF3800008956,162830,162772,162962,162841,162813,162675,4730.15,287,34.42,0
MA3ERLF3800008957,76840,107833,107902,107883,76738,76840,2244.54,31164,34.23,1
MA3ERLF3800008958,79328,79313,79268,79516,79430,79242,1586.15,274,50.01,0
MA3ERLF3800008959,101032,100848,101173,100857,101117,101044,2360.95,325,42.79,0
MA3ERLF3800008960,153605,153622,153621,153543,153677,153560,3061.85,134,50.17,0
MA3ERLF3800008961,75785,75825,75969,75790,75856,75951,1669.65,179,45.39,0
MA3ERLF3800008962,24893,116593,116474,116611,116397,24893,2860.34,91718,8.7,1
MA3ERLF3800008963,139234,139044,139406,139181,139378,139195,2533.75,362,54.95,0
MA3ERLF3800008964,17280,58209,58035,58185,58101,17280,1407.11,40929,12.28,1
MA3ERLF3800008965,178169,178106,178028,178062,178273,178306,4887.1,278,36.46,0
MA3ERLF3800008966,162820,162682,162770,162722,163017,162681,4923.38,336,33.07,0
MA3ERLF3800008967,19929,19953,19746,19787,19757,19931,550.3,207,36.21,0
MA3ERLF3800008968,68733,68737,68759,68788,68741,68563,2055.62,225,33.44,0
MA3ERLF3800008969,17025,25489,25615,25573,16986,17025,771.52,8629,22.07,1
MA3ERLF3800008970,104199,104366,104086,104173,104046,104102,2934.85,320,35.5,0
MA3ERLF3800008971,142850,142864,143018,142741,142995,142664,2637.97,354,54.15,0
MA3ERLF3800008972,169836,169940,169872,169921,169921,169991,4932.31,119,34.43,0
MA3ERLF3800008973,142007,141848,142065,142201,141984,141941,4177.96,353,33.99,0
MA3ERLF3800008974,37365,96290,96175,96260,37273,37365,2589.82,59017,14.43,1
MA3ERLF3800008975,48981,49067,48992,49145,49129,48800,1052.77,345,46.53,0
MA3ERLF3800008976,128385,128558,128305,128566,128552,128187,3248.29,379,39.52,0
MA3ERLF3800008977,16983,65806,65772,65897,16859,16983,1290.03,49038,13.16,1
MA3ERLF3800008978,96238,96377,96178,96140,96050,96048,2049.89,329,46.95,0
MA3ERLF3800008979,39565,172017,172013,172101,39703,39565,3370.69,132536,11.74,1
MA3ERLF3800008980,97378,97436,97498,97320,97461,97230,3117.22,268,31.24,0
MA3ERLF3800008981,17899,29353,29230,17806,17958,17899,684.7,11547,26.14,1
MA3ERLF3800008982,35200,35021,35056,35261,35068,35292,652.0,271,53.99,0
MA3ERLF3800008983,174409,174543,174536,174369,174349,174521,3411.08,194,51.13,0
MA3ERLF3800008984,132942,132821,132870,133100,132964,132889,3714.48,279,35.79,0
MA3ERLF3800008985,119347,119508,119339,119338,119171,119164,2829.42,344,42.18,0
MA3ERLF3800008986,135344,135350,135244,135456,135511,135180,2616.74,331,51.72,0
MA3ERLF3800008987,77664,77777,77515,77722,77725,77716,1516.04,262,51.23,0
MA3ERLF3800008988,37286,95713,95509,37245,37385,37286,2384.31,58468,15.64,1
MA3ERLF3800008989,24190,130145,130234,129977,24244,24190,4334.99,106044,5.58,1
MA3ERLF3800008990,16045,53914,54000,16180,15987,16045,998.4,38013,16.07,1
MA3ERLF3800008991,119700,119528,119807,119525,119542,119820,2812.96,295,42.55,0
MA3ERLF3800008992,36953,36877,37113,36973,37115,37030,988.21,238,37.39,0
MA3ERLF3800008993,151349,151236,151536,151336,151329,151180,3150.64,356,48.04,0
MA3ERLF3800008994,82373,82519,82300,82502,82495,82282,1605.59,237,51.3,0
MA3ERLF3800008995,86916,86734,86751,87017,86777,87113,2642.19,379,32.9,0
MA3ERLF3800008996,85934,137062,137078,137059,137068,85934,2711.47,51144,31.69,1
MA3ERLF3800008997,27366,178532,178490,27360,27386,27366,5001.11,151172,5.47,1
MA3ERLF3800008998,141932,141885,141789,141881,142028,141877,3564.67,239,39.82,0
MA3ERLF3800008999,15269,43066,43249,43082,43010,15269,1303.1,27980,11.72,1
MA3ERLF3800009000,148345,148458,148319,148307,148220,148491,3296.79,271,45.0,0
MA3ERLF3800009001,153563,153748,153673,153525,153651,153502,3341.19,246,45.96,0
MA3ERLF3800009002,59431,59246,59407,59275,59452,59299,1894.51,206,31.37,0
MA3ERLF3800009003,20672,115727,115662,20637,20739,20672,2556.45,95090,8.09,1
MA3ERLF3800009004,20192,46212,46283,46168,46063,20192,1130.79,26091,17.86,1
MA3ERLF3800009005,68349,68379,68498,68476,68160,68180,1436.07,338,47.59,0
MA3ERLF3800009006,165795,165802,165676,165725,165736,165763,3664.14,126,45.25,0
MA3ERLF3800009007,19955,87470,87394,19853,19854,19955,2588.7,67617,7.71,1
MA3ERLF3800009008,84333,84487,84241,84145,84234,84218,1978.24,342,42.63,0
MA3ERLF3800009009,170990,170910,170858,170999,170821,170981,3136.8,178,54.51,0
MA3ERLF3800009010,163854,163957,163943,163807,163751,163728,4739.31,229,34.57,0
MA3ERLF3800009011,24516,24576,24366,24598,24657,24700,649.4,334,37.75,0
MA3ERLF3800009012,23622,23509,23609,23446,23490,23546,623.2,163,37.9,0
MA3ERLF3800009013,107450,107457,107453,107476,107322,107299,2487.38,177,43.2,0
MA3ERLF3800009014,23354,56418,56547,56466,23493,23354,1032.79,33193,22.61,1
MA3ERLF3800009015,40096,140531,140693,140611,140684,40096,2572.86,100597,15.58,1
MA3ERLF3800009016,114453,114371,114278,114528,114362,114260,2594.4,268,44.12,0
MA3ERLF3800009017,126332,126219,126290,126255,126426,126467,2859.56,248,44.18,0
MA3ERLF3800009018,63861,63874,63679,63850,63761,63724,1730.05,195,36.91,0
MA3ERLF3800009019,16791,15878,15948,16855,16750,16791,386.68,977,43.42,1
MA3ERLF3800009020,139324,139139,139439,139377,139323,139439,3142.71,300,44.33,0
MA3ERLF3800009021,124957,155783,155871,125079,124833,124957,3546.31,31038,35.24,1
MA3ERLF3800009022,96350,96212,96530,96476,96376,96321,2026.6,318,47.54,0
MA3ERLF3800009023,29591,68487,68315,29709,29734,29591,2089.62,38896,14.16,1
MA3ERLF3800009024,15658,15504,15521,15468,15549,15784,404.71,316,38.69,0
MA3ERLF3800009025,139262,139098,139353,139399,139171,139222,2625.74,301,53.04,0
MA3ERLF3800009026,80195,80172,80292,80333,80254,79999,2317.43,334,34.61,0
MA3ERLF3800009027,36503,36345,36612,36383,36700,36659,856.07,355,42.64,0
MA3ERLF3800009028,97748,97606,97568,97743,97867,97928,2618.0,360,37.34,0
MA3ERLF3800009029,123602,123560,123460,123789,123406,123524,2537.58,383,48.71,0
MA3ERLF3800009030,132402,132331,132409,132302,132565,132538,3113.03,263,42.53,0
MA3ERLF3800009031,108408,108365,108538,108507,108322,108333,2415.23,216,44.89,0
MA3ERLF3800009032,169312,169348,169213,169493,169271,169168,4116.69,325,41.13,0
MA3ERLF3800009033,130239,130120,130379,130373,130214,130337,2376.63,259,54.8,0
MA3ERLF3800009034,73729,109669,109484,109474,73810,73729,2086.53,35940,35.34,1
MA3ERLF3800009035,50885,51064,50696,51031,50884,50970,1027.18,368,49.54,0
MA3ERLF3800009036,128665,128495,128786,128858,128701,128515,2771.2,363,46.43,0
MA3ERLF3800009037,133451,133335,133641,133619,133348,133521,3408.2,306,39.16,0
MA3ERLF3800009038,111040,176791,176828,176689,110901,111040,3769.8,65927,29.46,1
MA3ERLF3800009039,35008,34944,34920,34872,35140,35079,863.19,268,40.56,0
MA3ERLF3800009040,21489,46808,46721,46731,21589,21489,863.41,25319,24.89,1
MA3ERLF3800009041,128482,176354,176259,128385,128376,128482,3523.63,47978,36.46,1
MA3ERLF3800009042,16205,123593,123767,123637,123531,16205,4037.87,107562,4.01,1
MA3ERLF3800009043,159380,159329,159493,159322,159181,159298,4307.8,312,37.0,0
MA3ERLF3800009044,32330,32521,32268,32241,32222,32358,650.84,299,49.67,0
MA3ERLF3800009045,96141,96205,95942,96110,96214,96109,3191.8,272,30.12,0
MA3ERLF3800009046,98358,98223,98496,98324,98515,98414,3103.73,292,31.69,0
MA3ERLF3800009047,16382,131064,131065,16261,16334,16382,4005.66,114804,4.09,1
MA3ERLF3800009048,65468,65625,65338,65463,65343,65513,1430.8,287,45.76,0
